statuses,date_joined,most_recent_post,following,followers,favourites,lists,tweets_this_week,retweet,retweeted_count,userNameScore,avg_tweets_by_day_of_week,engagment_rate,screen_name,account_type
18860,2009,0,1394.0,1038.0,58965,90,0.0,0.0,0.0,0.1428571428571429,0.0,103800.0,editor_caro,1
2141,2009,0,806.0,1011.0,12084,13,0.0,0.0,0.0,0.4285714285714286,0.0,101100.0,laurnpoli,1
652,2009,0,56.0,50.0,4560,1,0.0,0.0,0.0,0.5294117647058824,0.0,5000.0,MonaLisaGlam,1
479,2009,0,693.0,67.0,814,0,0.0,0.0,0.0,0.0,0.0,6700.0,Crickett11,1
10,2009,0,587.0,687.0,7631,29,0.0,0.0,0.0,0.1538461538461538,0.0,68700.0,jas_mint,1
12474,2009,0,465.0,360.0,323,3,0.0,0.0,0.0,0.1428571428571429,0.0,36000.0,joedevl,1
32043,2009,0,250.0,150.0,11382,3,0.0,0.0,0.0,0.0,0.0,15000.0,bvberhvmlincoln,1
765,2009,0,289.0,154.0,5278,4,0.0,0.0,0.0,0.1176470588235294,0.0,15400.0,earlii_keropii,0
6371,2009,0,1485.0,659.0,10052,8,0.0,0.0,0.0,0.0833333333333333,0.0,65900.0,Myqtee,1
3320,2009,0,830.0,679.0,859,57,0.0,0.0,0.0,0.4,0.0,67900.0,rebecca_ficomm,1
2211,2009,0,686.0,134.0,1922,4,0.0,0.0,0.0,0.8,0.0,13400.0,ralphhoffarber,0
7249,2009,0,949.0,574.0,7461,29,0.0,0.0,0.0,0.9090909090909092,0.0,57400.0,blazin_sess,1
28024,2009,0,170.0,888.0,62138,22,0.0,0.0,0.0,0.0,0.0,88800.0,mpalba_,1
19802,2009,0,202.0,360.0,4237,3,0.0,0.0,0.0,0.3636363636363636,0.0,36000.0,mellowmaggz,1
47498,2009,0,442.0,863.0,11218,6,0.0,0.0,0.0,0.3333333333333333,0.0,86300.0,ifucmi,1
126775,2009,0,65.0,956.0,9650,45,0.0,0.0,0.0,1.0,0.0,95600.0,lottaDELICIOUS,1
63518,2009,0,1459.0,2343.0,56348,1,0.0,0.0,0.0,0.0,0.0,234300.0,ayeeowoyele,1
606,2009,0,21.0,10.0,690,1,0.0,0.0,0.0,0.5333333333333333,0.0,1000.0,rochellelouisee,1
31976,2009,0,1672.0,3106.0,1014,132,0.0,0.0,0.0,0.5882352941176471,0.0,310600.0,BylineBrandon,1
51754,2009,0,4493.0,1049.0,62745,59,0.0,0.0,0.0,0.131578947368421,0.0,104900.0,SmutWithPlot,1
2578,2009,0,538.0,124.0,2155,4,0.0,0.0,0.0,0.4285714285714286,0.0,12400.0,sm_goob,1
994,2009,0,127.0,44.0,102,0,0.0,0.0,0.0,0.0,0.0,4400.0,and1coolz87,0
11313,2009,0,146.0,387.0,36961,6,0.0,0.0,0.0,0.1999999999999999,0.0,38700.0,DenisseBrito116,1
1788,2009,0,72.0,32.0,1281,0,0.0,0.0,0.0,0.3529411764705882,0.0,3200.0,jmkeplinger80,0
1087,2009,0,23.0,6.0,799,0,0.0,0.0,0.0,0.0833333333333333,0.0,600.0,psmsc52,0
14913,2009,0,541.0,343.0,7375,13,0.0,0.0,0.0,0.5,0.0,34300.0,Alan_Suen_,1
2121,2009,0,3586.0,6.0,766,0,0.0,0.0,0.0,0.0999999999999999,0.0,600.0,CPDallas85,1
76,2009,0,131.0,25146.0,144,3,0.0,0.0,0.0,0.0,0.0,2514600.0,Stacsssssff,1
27113,2009,0,335.0,355.0,3830,3,0.0,0.0,0.0,0.0833333333333333,0.0,35500.0,R__Invert,1
9650,2009,0,788.0,39500.0,13443,353,0.0,0.0,0.0,0.625,0.0,3950000.0,Shoshannah7,1
664,2009,0,188.0,32.0,1626,2,0.0,0.0,0.0,0.1111111111111111,0.0,3200.0,redhott99,1
885,2009,0,737.0,106.0,241,1,0.0,0.0,0.0,0.0909090909090909,0.0,10600.0,Renaissanc3,0
355,2009,0,235.0,68.0,19,1,0.0,0.0,0.0,0.7,0.0,6800.0,harold_vos,0
37950,2009,0,2032.0,2054.0,1618,95,0.0,0.0,0.0,0.1111111111111111,0.0,205400.0,funkybrew,1
19714,2009,0,2937.0,17670.0,18070,320,0.0,0.0,0.0,0.9230769230769232,0.0,1767000.0,EmilWilbekin,1
7599,2009,0,342.0,225.0,1615,6,0.0,0.0,0.0,0.8571428571428572,0.0,22500.0,Jill_Be,1
20958,2009,0,384.0,1036.0,10509,4,0.0,0.0,0.0,0.8461538461538461,0.0,103600.0,_TiffanyJones,1
3344,2009,0,324.0,54.0,7168,0,0.0,0.0,0.0,0.5,0.0,5400.0,diegokenes,1
2486,2009,0,1293.0,173.0,5743,2,0.0,0.0,0.0,0.1428571428571429,0.0,17300.0,blevina,1
180,2009,0,164.0,54.0,916,0,0.0,0.0,0.0,0.0,0.0,5400.0,MKDesignPhoto,0
70014,2009,0,3967.0,15025.0,35558,0,0.0,0.0,0.0,0.4117647058823529,0.0,1502500.0,cgomezavila,1
18991,2009,0,182.0,477.0,50185,2,0.0,0.0,0.0,0.5,0.0,47700.0,_shannmb,1
162025,2009,0,931.0,1993.0,16222,4,0.0,0.0,0.0,0.0769230769230768,0.0,199300.0,_im_Addictive,1
47238,2009,0,2954.0,336725.0,17113,1882,0.0,0.0,0.0,0.2307692307692307,0.0,33672500.0,kick1972,1
10317,2009,0,163.0,166.0,5165,1,0.0,0.0,0.0,0.2222222222222222,0.0,16600.0,cndyquill,1
46,2009,0,0.0,953113.0,228,1645,0.0,0.0,0.0,0.3333333333333333,0.0,95311300.0,NoahMunck,1
2,2009,0,322.0,2.0,100,0,0.0,0.0,0.0,0.3,0.0,200.0,drixmobile,0
3217,2009,0,166.0,21.0,2203,3,0.0,0.0,0.0,0.5,0.0,2100.0,lovemitchi94,0
132901,2009,0,129932.0,162627.0,129489,169,0.0,0.0,0.0,0.3333333333333333,0.0,16262700.0,AMD1_CEO,1
9213,2009,0,1680.0,1120.0,24,7,0.0,0.0,0.0,0.3636363636363636,0.0,112000.0,robynsbiz,0
3129,2009,0,1219.0,245.0,1457,6,0.0,0.0,0.0,0.7692307692307692,0.0,24500.0,gregdudevoir,1
10426,2009,0,433.0,336.0,2964,0,0.0,0.0,0.0,0.7,0.0,33600.0,MarissaL_5,1
53513,2009,0,944.0,1376.0,30936,38,0.0,0.0,0.0,0.9230769230769232,0.0,137600.0,MikeGwizdala,1
48275,2009,0,1784.0,2148.0,22160,108,0.0,0.0,0.0,0.3846153846153846,0.0,214800.0,RickCMJ,1
9343,2009,0,231.0,469.0,3354,1,0.0,0.0,0.0,0.75,0.0,46900.0,HannahReid_x,1
25693,2009,0,802.0,125550.0,949,756,0.0,0.0,0.0,0.3333333333333333,0.0,12555000.0,OmarSeaShepherd,1
1325,2009,0,4289.0,1854.0,106135,50,0.0,0.0,0.0,0.25,0.0,185400.0,pjrocks,1
7982,2009,0,1559.0,105.0,11607,34,0.0,0.0,0.0,1.0,0.0,10500.0,djflowmaster,0
2260,2009,0,0.0,815092.0,15,5045,0.0,0.0,0.0,0.5384615384615384,0.0,81509200.0,tpolamalu,1
1190,2009,0,122.0,53.0,989,0,0.0,0.0,0.0,0.0833333333333333,0.0,5300.0,TaraTort,1
1055,2009,0,122.0,130.0,988,1,0.0,0.0,0.0,0.5714285714285714,0.0,13000.0,mattafowler,1
17977,2009,0,4753.0,687.0,12295,77,0.0,0.0,0.0,0.2352941176470588,0.0,68700.0,bmtone,1
13422,2009,0,3878.0,73968.0,2886,63,0.0,0.0,0.0,0.0909090909090909,0.0,7396800.0,MarcosCasuo,0
35927,2009,0,207.0,300.0,4175,4,0.0,0.0,0.0,0.1999999999999999,0.0,30000.0,cecetousey,1
38787,2009,0,2041.0,535.0,99319,17,0.0,0.0,0.0,0.1428571428571429,0.0,53500.0,lady_ransom,1
36554,2009,0,4993.0,710.0,83210,9,0.0,0.0,0.0,0.2142857142857143,0.0,71000.0,Esummers112773,1
33918,2009,0,2611.0,3600.0,9897,81,0.0,0.0,0.0,0.0,0.0,360000.0,pnp07,1
17475,2009,0,727.0,378.0,86890,10,0.0,0.0,0.0,0.0666666666666666,0.0,37800.0,BlastyLavagrrrl,1
49053,2009,0,676.0,31529.0,22010,324,0.0,0.0,0.0,0.8181818181818181,0.0,3152900.0,StaceyHashh,1
12348,2009,0,3487.0,2057.0,11179,118,0.0,0.0,0.0,0.4736842105263158,0.0,205700.0,siirimorley,1
5,2009,0,33.0,19.0,1,2,0.0,0.0,0.0,0.75,0.0,1900.0,allisonmparr,1
54,2009,0,99.0,25.0,61,0,0.0,0.0,0.0,0.6111111111111112,0.0,2500.0,bregilpatrick,1
103339,2009,0,697.0,393.0,211121,19,0.0,0.0,0.0,0.0,0.0,39300.0,poppingpenguin,1
423,2009,0,60.0,34.0,27,0,0.0,0.0,0.0,0.4705882352941176,0.0,3400.0,onyxslaughter,1
27999,2009,0,121.0,332.0,5082,1,0.0,0.0,0.0,0.0,0.0,33200.0,withloveartemis,1
39124,2009,0,972.0,1092.0,52921,42,0.0,0.0,0.0,0.0999999999999999,0.0,109200.0,xfsista,1
1776,2009,0,756.0,19.0,4379,1,0.0,0.0,0.0,0.36,0.0,1900.0,DannieHobson,1
5080,2009,0,359.0,255.0,2347,1,0.0,0.0,0.0,0.625,0.0,25500.0,zulliataft,0
31704,2009,0,1306.0,632.0,30831,13,0.0,0.0,0.0,0.0625,0.0,63200.0,Khaleesney,1
168,2009,0,310.0,252.0,0,3,0.0,0.0,0.0,0.9230769230769232,0.0,25200.0,renaexsalunga,1
298,2009,0,991.0,95.0,347,0,0.0,0.0,0.0,0.9090909090909092,0.0,9500.0,AdamMichna,1
280781,2009,0,1857.0,2905.0,224814,164,0.0,0.0,0.0,0.6666666666666667,0.0,290500.0,francie57,1
13204,2009,0,2435.0,812.0,25763,5,0.0,0.0,0.0,0.25,0.0,81200.0,hsummer,1
248,2009,0,508.0,1434.0,4859,12,0.0,0.0,0.0,0.5625,0.0,143400.0,matt_darduini,1
2534,2009,0,142.0,101.0,1488,3,0.0,0.0,0.0,0.4615384615384615,0.0,10100.0,whitney1414xo,1
2276,2009,0,189.0,10.0,15012,0,0.0,0.0,0.0,0.1999999999999999,0.0,1000.0,ericvizu,1
664,2009,0,61.0,23393.0,295,106,0.0,0.0,0.0,0.7058823529411764,0.0,2339300.0,SasSlothower,1
47739,2009,0,1301.0,2050469.0,141084,17545,0.0,0.0,0.0,0.0,0.0,205046900.0,kathygriffin,1
5703,2009,0,2256.0,289.0,975,0,0.0,0.0,0.0,0.2142857142857143,0.0,28900.0,AcaovoipMedia,1
2034,2009,0,28.0,41.0,22,1,0.0,0.0,0.0,0.3333333333333333,0.0,4100.0,Alextronic25,1
114008,2009,0,868.0,7881.0,17566,492,0.0,0.0,0.0,0.4705882352941176,0.0,788100.0,LAGilman,1
85287,2009,0,1262.0,1889.0,14785,149,0.0,0.0,0.0,0.5714285714285714,0.0,188900.0,RonnieMatrix,1
2606,2009,0,304.0,18.0,2601,0,0.0,0.0,0.0,0.0,0.0,1800.0,rkawa1999,0
12472,2009,0,454.0,11965.0,40,65,0.0,0.0,0.0,0.3846153846153846,0.0,1196500.0,allanface,1
237630,2009,0,537.0,656.0,6037,44,0.0,0.0,0.0,0.0,0.0,65600.0,capostatus85,1
7669,2009,0,145.0,495642.0,1256,1084,0.0,0.0,0.0,0.9375,0.0,49564200.0,KatherynWinnick,1
24104,2009,0,159.0,228.0,2603,2,0.0,0.0,0.0,0.0,0.0,22800.0,Iamhamdi,1
4324,2009,0,100.0,33.0,2797,0,0.0,0.0,0.0,0.7777777777777778,0.0,3300.0,npeerakit,0
303815,2009,0,459.0,2066.0,200822,182,0.0,0.0,0.0,0.1333333333333333,0.0,206600.0,flipcritic,1
1600,2009,0,71.0,138.0,1052,1,0.0,0.0,0.0,0.2857142857142857,0.0,13800.0,vaidila,1
36420,2009,0,201.0,103.0,35335,4,0.0,0.0,0.0,0.625,0.0,10300.0,katieloy,1
10509,2009,0,440.0,359.0,11485,50,0.0,0.0,0.0,0.2631578947368421,0.0,35900.0,lizunga,1
1603974,2009,0,2933.0,106798.0,4109,624,0.0,0.0,0.0,1.0,0.0,10679800.0,BTCare,0
32298,2009,0,124.0,216.0,16078,1,0.0,0.0,0.0,0.0999999999999999,0.0,21600.0,kwonjiyolo,1
115925,2009,0,3529.0,4603.0,3738,86,0.0,0.0,0.0,0.6666666666666667,0.0,460300.0,ItsYvonneChase,1
48,2009,0,0.0,2.0,185,1,0.0,0.0,0.0,0.0,0.0,200.0,maru24,0
712,2009,0,178.0,31.0,1941,2,0.0,0.0,0.0,0.1666666666666666,0.0,3100.0,moucri,1
313778,2009,0,2457.0,28997.0,86650,492,0.0,0.0,0.0,0.1052631578947368,0.0,2899700.0,blackgirlinmain,1
5312,2009,0,160.0,76.0,2445,1,0.0,0.0,0.0,0.2777777777777778,0.0,7600.0,pilote13,0
2867,2009,0,207.0,145.0,1342,1,0.0,0.0,0.0,0.125,0.0,14500.0,Ladams_09,1
7144,2009,0,157.0,141.0,1447,1,0.0,0.0,0.0,0.0833333333333333,0.0,14100.0,mrgm,1
6819,2009,0,1562.0,273.0,3177,12,0.0,0.0,0.0,0.2857142857142857,0.0,27300.0,RicoSanchoPico,1
2998,2009,0,552.0,76.0,441,3,0.0,0.0,0.0,0.0625,0.0,7600.0,MissLynne13,1
114582,2009,0,214.0,155.0,7107,0,0.0,0.0,0.0,0.0,0.0,15500.0,leafiiz,1
290,2009,0,132.0,48.0,162,2,0.0,0.0,0.0,0.3571428571428571,0.0,4800.0,TBiggersIoB,1
78412,2009,0,422.0,480.0,54745,4,0.0,0.0,0.0,0.3333333333333333,0.0,48000.0,juutz_,1
8648,2009,0,393.0,167.0,11280,1,0.0,0.0,0.0,0.1999999999999999,0.0,16700.0,wa_lickyit,1
414,2009,0,270.0,132.0,304,1,0.0,0.0,0.0,0.4705882352941176,0.0,13200.0,patarsamosir,0
745,2009,0,49.0,77.0,542,0,0.0,0.0,0.0,0.25,0.0,7700.0,OMER2012,0
439,2009,0,337.0,58.0,1073,0,0.0,0.0,0.0,0.9090909090909092,0.0,5800.0,LaraRomary,1
18306,2009,0,373.0,136.0,3722,2,0.0,0.0,0.0,0.8,0.0,13600.0,leslie_gonzalez,1
31099,2009,0,273.0,478.0,4161,2,0.0,0.0,0.0,0.4285714285714286,0.0,47800.0,krystelld,1
1399,2009,0,267.0,64.0,2660,2,0.0,0.0,0.0,1.0,0.0,6400.0,JediJane26,1
6365,2009,0,280.0,41.0,10622,1,0.0,0.0,0.0,0.1999999999999999,0.0,4100.0,mellaymomo,1
73,2009,0,338.0,21.0,402,0,0.0,0.0,0.0,0.4615384615384615,0.0,2100.0,shanesterdude,0
3564,2009,0,718.0,544.0,7639,3,0.0,0.0,0.0,0.0909090909090909,0.0,54400.0,martial685,1
23422,2009,0,2558.0,349.0,5353,8,0.0,0.0,0.0,0.1666666666666666,0.0,34900.0,etstark,0
41872,2009,0,2430.0,468.0,10511,15,0.0,0.0,0.0,0.0999999999999999,0.0,46800.0,reddwarf40,1
1854,2009,0,118.0,38.0,1559,3,0.0,0.0,0.0,0.8571428571428572,0.0,3800.0,atsugui,1
2378,2009,0,249.0,160.0,101,3,0.0,0.0,0.0,0.5384615384615384,0.0,16000.0,MsWinarto,0
2324,2009,0,406.0,81.0,1808,1,0.0,0.0,0.0,1.0,0.0,8100.0,axun,1
4491,2009,0,1343.0,418.0,6343,0,0.0,0.0,0.0,0.5789473684210527,0.0,41800.0,cris_pinochet,0
17950,2009,0,485.0,368.0,3476,6,0.0,0.0,0.0,0.5,0.0,36800.0,BigMeach75,0
18,2009,0,0.0,2623382.0,0,11781,0.0,0.0,0.0,0.5,0.0,262338200.0,donaldglover,1
145895,2009,0,2587.0,1885.0,141884,24,0.0,0.0,0.0,0.9090909090909092,0.0,188500.0,SankofaNYC,1
5458,2009,0,312.0,194.0,1916,6,0.0,0.0,0.0,0.1818181818181817,0.0,19400.0,Mz_Nelly,1
1807,2009,0,323.0,177.0,1174,1,0.0,0.0,0.0,0.3333333333333333,0.0,17700.0,Nerv1s,1
4376,2009,0,645.0,268.0,2999,18,0.0,0.0,0.0,0.1428571428571429,0.0,26800.0,just4TheALofit,1
352,2009,0,66.0,49.0,324,0,0.0,0.0,0.0,0.9090909090909092,0.0,4900.0,FionaEnnis,1
9344,2009,0,530.0,943.0,24510,11,0.0,0.0,0.0,1.0,0.0,94300.0,hkimba,1
75825,2009,0,420.0,802.0,25965,35,0.0,0.0,0.0,0.1999999999999999,0.0,80200.0,dattmay,1
1133,2009,0,320.0,17.0,1726,0,0.0,0.0,0.0,0.0833333333333333,0.0,1700.0,mike_sanjuan,0
3511,2009,0,248.0,102.0,2289,2,0.0,0.0,0.0,0.0526315789473684,0.0,10200.0,xtremecop,0
5906,2009,0,922.0,135.0,41985,9,0.0,0.0,0.0,0.9166666666666666,0.0,13500.0,MickButcher,1
2285,2009,0,69.0,43.0,24,1,0.0,0.0,0.0,0.4285714285714286,0.0,4300.0,SergioTwitting,1
32093,2009,0,640.0,897.0,51691,2,0.0,0.0,0.0,0.1111111111111111,0.0,89700.0,Jxrosales,1
30,2009,0,0.0,1759988.0,16,3902,0.0,0.0,0.0,0.8888888888888888,0.0,175998800.0,TaioCruz,1
60,2009,0,0.0,1661.0,16657,17,0.0,0.0,0.0,0.1538461538461538,0.0,166100.0,DividedHeaven,1
72,2009,0,1422.0,2054.0,7712,63,0.0,0.0,0.0,0.7272727272727273,0.0,205400.0,skotcovert,1
27425,2009,0,180.0,131.0,5520,19,0.0,0.0,0.0,0.3636363636363636,0.0,13100.0,kafernn,1
4773,2009,0,0.0,0.0,5648,1,0.0,0.0,0.0,0.125,0.0,477400.0,lb815,1
1660,2009,0,538.0,106.0,416,2,0.0,0.0,0.0,0.0,0.0,10600.0,heartitis07,1
9928,2009,0,271.0,266.0,161,1,0.0,0.0,0.0,0.8571428571428572,0.0,26600.0,tikatoi,0
12743,2009,0,344.0,799.0,4199,32,0.0,0.0,0.0,0.4545454545454546,0.0,79900.0,BlairPeyton,1
27398,2009,0,3382.0,945.0,58896,43,0.0,0.0,0.0,0.5,0.0,94500.0,dabuffum,1
8146,2009,0,11713.0,10690.0,6311,285,0.0,0.0,0.0,0.8181818181818181,0.0,1069000.0,MollyCain,1
24951,2009,0,839.0,350069.0,734,919,0.0,0.0,0.0,0.5454545454545454,0.0,35006900.0,MichelleMone,1
13360,2009,0,432.0,42.0,30110,3,0.0,0.0,0.0,0.0,0.0,4200.0,brialanayy,1
7060,2009,0,13404.0,13099.0,14862,4,0.0,0.0,0.0,0.1428571428571429,0.0,1309900.0,techie_too,1
47353,2009,0,204.0,48.0,14522,2,0.0,0.0,0.0,0.15,0.0,4800.0,iisabela,1
80,2009,0,112.0,120266.0,1,12,0.0,0.0,0.0,0.1666666666666666,0.0,12026600.0,CASHAK,1
5701,2009,0,696.0,806.0,2039,22,0.0,0.0,0.0,0.3571428571428571,0.0,80600.0,JamieJoeTweets,1
16670,2009,0,2296.0,935.0,25551,18,0.0,0.0,0.0,0.6,0.0,93500.0,JeseO,1
6134,2009,0,98.0,105.0,4212,3,0.0,0.0,0.0,0.0,0.0,10500.0,snarkondeck,1
21250,2009,0,328.0,2.0,2320,3,0.0,0.0,0.0,0.7857142857142857,0.0,200.0,MrJamesRainier,1
12611,2009,0,174.0,276.0,4477,1,0.0,0.0,0.0,0.1666666666666666,0.0,27600.0,BubSalas44,1
29,2009,0,0.0,6.0,141,0,0.0,0.0,0.0,0.2777777777777778,0.0,600.0,BatistaKarelyn,0
6539,2009,0,479.0,403.0,4940,2,0.0,0.0,0.0,0.8125,0.0,40300.0,jennyschoenrade,1
16314,2009,0,2396.0,21276.0,13595,198,0.0,0.0,0.0,0.8571428571428572,0.0,2127600.0,SusanMitchell_,1
783,2009,0,61.0,17.0,582,1,0.0,0.0,0.0,0.3571428571428571,0.0,1700.0,mfmassey,0
29303,2009,0,1278.0,1172.0,31899,45,0.0,0.0,0.0,0.4285714285714286,0.0,117200.0,abbynac,1
33014,2009,0,887.0,1219.0,25116,1,0.0,0.0,0.0,0.625,0.0,121900.0,socurlyy,1
4984,2009,0,625.0,1025655.0,1118,1968,0.0,0.0,0.0,0.5384615384615384,0.0,102565500.0,nico_riera,1
2088,2009,0,26.0,28.0,821,2,0.0,0.0,0.0,0.0999999999999999,0.0,2800.0,sehunaaa,0
39755,2009,0,811.0,996.0,10115,54,0.0,0.0,0.0,0.25,0.0,99600.0,gilalbertson,0
7531,2009,0,522.0,162.0,6408,14,0.0,0.0,0.0,0.6842105263157895,0.0,16200.0,Saramago_Pires,0
86,2009,0,85.0,9.0,380,0,0.0,0.0,0.0,0.1428571428571429,0.0,900.0,Gberg2119,1
139958,2009,0,663.0,3046.0,116566,118,0.0,0.0,0.0,0.6428571428571428,0.0,304600.0,kylesethgray,1
4837,2009,0,208.0,71.0,2333,2,0.0,0.0,0.0,0.3333333333333333,0.0,7100.0,airiesya_mia,0
74265,2009,0,741.0,882.0,5817,6,0.0,0.0,0.0,0.2222222222222222,0.0,88200.0,BriiNadjh,1
102894,2009,0,34966.0,1175154.0,55760,6398,0.0,0.0,0.0,0.1999999999999999,0.0,117515400.0,Rosie,1
1838,2009,0,2517.0,129.0,4256,0,0.0,0.0,0.0,0.7272727272727273,0.0,12900.0,Katieboo720,1
4698,2009,0,476.0,78.0,12133,0,0.0,0.0,0.0,0.375,0.0,7800.0,melteang,1
6416,2009,0,180.0,119.0,26220,1,0.0,0.0,0.0,0.0,0.0,11900.0,alz10,1
1032,2009,0,1933.0,8.0,1737,0,0.0,0.0,0.0,0.0,0.0,800.0,SAOOQC,0
203,2009,0,204.0,29.0,457,0,0.0,0.0,0.0,0.9375,0.0,2900.0,DavidMirharooni,0
15379,2009,0,220.0,748.0,2383,16,0.0,0.0,0.0,0.4615384615384615,0.0,74800.0,keepitkennedy,1
51664,2009,0,348.0,794.0,438380,35,0.0,0.0,0.0,0.0,0.0,79400.0,BohoWitch,1
17061,2009,0,292.0,180.0,15398,2,0.0,0.0,0.0,0.1999999999999999,0.0,18000.0,Dejaydavid,1
1,2009,0,0.0,45044.0,15,11,0.0,0.0,0.0,0.5714285714285714,0.0,4504400.0,emilysoldfield,1
44472,2009,0,0.0,0.0,5902,1,0.0,0.0,0.0,0.0,0.0,4447300.0,Melinora,1
21590,2009,0,1030.0,205.0,51616,2,0.0,0.0,0.0,0.5,0.0,20500.0,HayMarg,1
6219,2009,0,670.0,865.0,11425,2,0.0,0.0,0.0,0.1666666666666666,0.0,86500.0,_vazzz,1
1,2009,0,7.0,0.0,135,0,0.0,0.0,0.0,0.6666666666666667,0.0,100.0,ElizabethTeh,0
